full_name,first_name,second_name,abbreviated_name,locations,location_number,file_name,loc_union
Campylobacter jejuni subsp. jejuni ICDCCJ07001,Campylobacter,jejuni,Campylobacter jejuni,faeces;blood;spring;river;sea,5,757425.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/757425.3.npy
Campylobacter upsaliensis RM3195,Campylobacter,upsaliensis,Campylobacter upsaliensis,faeces;blood;spring;river;sea,5,306264.1.txt,data_organism_reactions/Equal_Stoichiometric_matrices/306264.1.npy
Bacillus cereus AH820,Bacillus,cereus,Bacillus cereus,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74,405535.8.txt,data_organism_reactions/Equal_Stoichiometric_matrices/405535.8.npy
Bacillus cereus m1550,Bacillus,cereus,Bacillus cereus,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74,526969.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/526969.3.npy
Jannaschia sp. CCS1,Jannaschia,sp.,Jannaschia sp.,sea;water,2,290400.10.txt,data_organism_reactions/Equal_Stoichiometric_matrices/290400.10.npy
Francisella tularensis subsp. mediasiatica FSC147,Francisella,tularensis,Francisella tularensis,blood,1,441952.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/441952.3.npy
Escherichia sp. 1_1_43,Escherichia,sp.,Escherichia sp.,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13,457400.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/457400.3.npy
Prochlorococcus marinus str. MIT 9303,Prochlorococcus,marinus,Prochlorococcus marinus,sea,1,59922.8.txt,data_organism_reactions/Equal_Stoichiometric_matrices/59922.8.npy
Prochlorococcus marinus str. MIT 9303,Prochlorococcus,marinus,Prochlorococcus marinus,sea,1,59922.7.txt,data_organism_reactions/Equal_Stoichiometric_matrices/59922.7.npy
Actinobacillus pleuropneumoniae serovar 2 str. S1536,Actinobacillus,pleuropneumoniae,Actinobacillus pleuropneumoniae,blood,1,871925.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/871925.3.npy
Clostridium lentocellum DSM 5427,Clostridium,lentocellum,Clostridium lentocellum,soil;feces;sludge;bog;field;spring;water;dung;lake;dairy;gut;silage;waste;leachate;blood;bioreactor;straw;bile;sediment;food;river;flat;compost;reservoir;mud;meat;sand;mine;hotspring;faeces,30,642492.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/642492.3.npy
Bacillus cereus ATCC 4342,Bacillus,cereus,Bacillus cereus,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74,526977.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/526977.3.npy
Phaeobacter gallaeciensis 2.10,Phaeobacter,gallaeciensis,Phaeobacter gallaeciensis,biofilm;water;surface;sea,4,383629.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/383629.4.npy
Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842,Lactobacillus,delbrueckii,Lactobacillus delbrueckii,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25,390333.7.txt,data_organism_reactions/Equal_Stoichiometric_matrices/390333.7.npy
Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842,Lactobacillus,delbrueckii,Lactobacillus delbrueckii,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25,390333.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/390333.6.npy
Flavobacteriaceae bacterium 3519-10,Flavobacteriaceae,bacterium,Flavobacteriaceae bacterium,soil;sea;straw;rhizosphere;sediment;field;ocean;lagoon;lake;surface;glacier;marsh;water;mouth,14,531844.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/531844.3.npy
Bacillus cereus H3081.97,Bacillus,cereus,Bacillus cereus,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74,451708.10.txt,data_organism_reactions/Equal_Stoichiometric_matrices/451708.10.npy
Roseovarius sp. TM1035,Roseovarius,sp.,Roseovarius sp.,ocean;sea;sediment;oyster;mud,5,391613.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/391613.3.npy
Delftia acidovorans SPH-1,Delftia,acidovorans,Delftia acidovorans,air;soil;water;river;sediment;waste;sludge;gut;rhizosphere;biofilm,10,398578.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/398578.3.npy
Delftia acidovorans SPH-1,Delftia,acidovorans,Delftia acidovorans,air;soil;water;river;sediment;waste;sludge;gut;rhizosphere;biofilm,10,398578.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/398578.5.npy
Idiomarina baltica OS145,Idiomarina,baltica,Idiomarina baltica,volcano;sludge;brine;ocean;water;river;basin;sediment;lake;sea;soil;trench;landfill;surface,14,314276.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/314276.4.npy
Idiomarina baltica OS145,Idiomarina,baltica,Idiomarina baltica,volcano;sludge;brine;ocean;water;river;basin;sediment;lake;sea;soil;trench;landfill;surface,14,314276.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/314276.3.npy
Borrelia burgdorferi 118a,Borrelia,burgdorferi,Borrelia burgdorferi,blood,1,476210.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/476210.3.npy
Bacillus cereus 172560W,Bacillus,cereus,Bacillus cereus,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74,526967.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/526967.3.npy
Campylobacter fetus subsp. fetus 82-40,Campylobacter,fetus,Campylobacter fetus,faeces;blood;spring;river;sea,5,360106.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/360106.6.npy
Campylobacter fetus subsp. fetus 82-40,Campylobacter,fetus,Campylobacter fetus,faeces;blood;spring;river;sea,5,360106.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/360106.5.npy
Helicobacter cinaedi CCUG 18818,Helicobacter,cinaedi,Helicobacter cinaedi,chicken;feces;sediment;chemocline,4,537971.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/537971.5.npy
Mycobacterium tuberculosis SUMu011,Mycobacterium,tuberculosis,Mycobacterium tuberculosis,soil;water;blood;lake;biofilm;river;wash;lymph;sludge;sediment;bone;hospital;rock;air;mine;stream;permafrost;wetland,18,675522.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/675522.3.npy
Peptostreptococcus anaerobius 653-L,Peptostreptococcus,anaerobius,Peptostreptococcus anaerobius,pus;blood;feces;mouth,4,596329.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/596329.3.npy
Clostridium leptum DSM 753,Clostridium,leptum,Clostridium leptum,soil;feces;sludge;bog;field;spring;water;dung;lake;dairy;gut;silage;waste;leachate;blood;bioreactor;straw;bile;sediment;food;river;flat;compost;reservoir;mud;meat;sand;mine;hotspring;faeces,30,428125.8.txt,data_organism_reactions/Equal_Stoichiometric_matrices/428125.8.npy
Rothia dentocariosa ATCC 17931,Rothia,dentocariosa,Rothia dentocariosa,soil;mud,2,762948.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/762948.4.npy
Streptococcus equi subsp. zooepidemicus MGCS10565,Streptococcus,equi,Streptococcus equi,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16,552526.8.txt,data_organism_reactions/Equal_Stoichiometric_matrices/552526.8.npy
Rothia dentocariosa ATCC 17931,Rothia,dentocariosa,Rothia dentocariosa,soil;mud,2,762948.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/762948.3.npy
Mycobacterium avium subsp. paratuberculosis str. k10,Mycobacterium,avium,Mycobacterium avium,soil;water;blood;lake;biofilm;river;wash;lymph;sludge;sediment;bone;hospital;rock;air;mine;stream;permafrost;wetland,18,262316.1.txt,data_organism_reactions/Equal_Stoichiometric_matrices/262316.1.npy
Desulfobacterium autotrophicum HRM2,Desulfobacterium,autotrophicum,Desulfobacterium autotrophicum,harbor;sediment,2,177437.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/177437.4.npy
Streptococcus equi subsp. zooepidemicus MGCS10565,Streptococcus,equi,Streptococcus equi,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16,552526.7.txt,data_organism_reactions/Equal_Stoichiometric_matrices/552526.7.npy
Campylobacter coli JV20,Campylobacter,coli,Campylobacter coli,faeces;blood;spring;river;sea,5,864566.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/864566.3.npy
Escherichia coli MS 69-1,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13,749531.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/749531.3.npy
Mycobacterium tuberculosis H37Ra,Mycobacterium,tuberculosis,Mycobacterium tuberculosis,soil;water;blood;lake;biofilm;river;wash;lymph;sludge;sediment;bone;hospital;rock;air;mine;stream;permafrost;wetland,18,419947.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/419947.3.npy
Vibrio angustum S14,Vibrio,angustum,Vibrio angustum,sea;blood;river;water;soil;shellfish;sediment;rhizosphere;gut;rock;ocean;mucus;egg;clam;fish;estuary;biofilm;oyster,18,314292.13.txt,data_organism_reactions/Equal_Stoichiometric_matrices/314292.13.npy
Mycobacterium tuberculosis H37Ra,Mycobacterium,tuberculosis,Mycobacterium tuberculosis,soil;water;blood;lake;biofilm;river;wash;lymph;sludge;sediment;bone;hospital;rock;air;mine;stream;permafrost;wetland,18,419947.8.txt,data_organism_reactions/Equal_Stoichiometric_matrices/419947.8.npy
Mycobacterium tuberculosis H37Ra [WGS],Mycobacterium,tuberculosis,Mycobacterium tuberculosis,soil;water;blood;lake;biofilm;river;wash;lymph;sludge;sediment;bone;hospital;rock;air;mine;stream;permafrost;wetland,18,419947.9.txt,data_organism_reactions/Equal_Stoichiometric_matrices/419947.9.npy
Mycobacterium tuberculosis KZN 1435,Mycobacterium,tuberculosis,Mycobacterium tuberculosis,soil;water;blood;lake;biofilm;river;wash;lymph;sludge;sediment;bone;hospital;rock;air;mine;stream;permafrost;wetland,18,478434.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/478434.4.npy
Brucella ceti str. Cudo,Brucella,ceti,Brucella ceti,sludge;soil,2,595497.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/595497.3.npy
Escherichia albertii TW07627,Escherichia,albertii,Escherichia albertii,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13,502347.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/502347.3.npy
Granulicatella elegans ATCC 700633,Granulicatella,elegans,Granulicatella elegans,mouth;air;blood,3,626369.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/626369.3.npy
Rickettsia rickettsii str. Iowa,Rickettsia,rickettsii,Rickettsia rickettsii,water,1,452659.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/452659.3.npy
Rickettsia rickettsii str. Iowa,Rickettsia,rickettsii,Rickettsia rickettsii,water,1,452659.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/452659.4.npy
Lactobacillus gasseri JV-V03,Lactobacillus,gasseri,Lactobacillus gasseri,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25,525326.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/525326.3.npy
Campylobacter jejuni subsp. jejuni 260.94,Campylobacter,jejuni,Campylobacter jejuni,faeces;blood;spring;river;sea,5,360108.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/360108.4.npy
Pseudomonas fluorescens PfO-1,Pseudomonas,fluorescens,Pseudomonas fluorescens,sea;soil;air;sludge;plateau;cave;lake;rhizosphere;river;water;gut;sewage;wetland;field;sediment;well;wwtp;ocean;stream;sandstone;biofilm;straw;glacier;mine;permafrost;fruit;spring;grassland;piggery;oil;mucus;aquifer;grove;spinach;harbor;waste;reservoir;lagoon;surface;beef;channel;rock;compost;pond;canal;cabbage;wash;elevation;wood;flat;beer;milk;sand;mud;egg;farm;garden;hole,58,205922.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/205922.3.npy
Campylobacter jejuni subsp. jejuni 260.94,Campylobacter,jejuni,Campylobacter jejuni,faeces;blood;spring;river;sea,5,360108.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/360108.3.npy
Thermoplasma volcanium GSS1,Thermoplasma,volcanium,Thermoplasma volcanium,river;lake;pond;soil;spring;mine,6,273116.1.txt,data_organism_reactions/Equal_Stoichiometric_matrices/273116.1.npy
Oxalobacter formigenes OXCC13,Oxalobacter,formigenes,Oxalobacter formigenes,rhizosphere;soil;sludge;pasture;surface;water,6,556269.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/556269.4.npy
Thermoplasma acidophilum DSM 1728,Thermoplasma,acidophilum,Thermoplasma acidophilum,river;lake;pond;soil;spring;mine,6,273075.1.txt,data_organism_reactions/Equal_Stoichiometric_matrices/273075.1.npy
Actinobacillus succinogenes 130Z,Actinobacillus,succinogenes,Actinobacillus succinogenes,blood,1,339671.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/339671.5.npy
Actinobacillus succinogenes 130Z,Actinobacillus,succinogenes,Actinobacillus succinogenes,blood,1,339671.7.txt,data_organism_reactions/Equal_Stoichiometric_matrices/339671.7.npy
Haloquadratum walsbyi DSM 16790,Haloquadratum,walsbyi,Haloquadratum walsbyi,lake;pond,2,362976.10.txt,data_organism_reactions/Equal_Stoichiometric_matrices/362976.10.npy
Desulfovibrio vulgaris str. 'Miyazaki F',Desulfovibrio,vulgaris,Desulfovibrio vulgaris,sludge;aquifer;brine;soil;harbor;bioreactor;rhizosphere;mine;waste;reservoir;straw;lake;field;feces;pond;sediment;flat;borehole,18,883.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/883.3.npy
Desulfovibrio vulgaris str. 'Miyazaki F',Desulfovibrio,vulgaris,Desulfovibrio vulgaris,sludge;aquifer;brine;soil;harbor;bioreactor;rhizosphere;mine;waste;reservoir;straw;lake;field;feces;pond;sediment;flat;borehole,18,883.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/883.4.npy
Citrobacter sp. 30_2,Citrobacter,sp.,Citrobacter sp.,soil;sludge;stream;river;compost;biofilm;air;gut,8,469595.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/469595.3.npy
Francisella tularensis subsp. holarctica OSU18,Francisella,tularensis,Francisella tularensis,blood,1,393011.11.txt,data_organism_reactions/Equal_Stoichiometric_matrices/393011.11.npy
Francisella tularensis subsp. holarctica OSU18,Francisella,tularensis,Francisella tularensis,blood,1,393011.14.txt,data_organism_reactions/Equal_Stoichiometric_matrices/393011.14.npy
Legionella drancourtii LLAP12,Legionella,drancourtii,Legionella drancourtii,water;well;soil;surface;biofilm,5,658187.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/658187.3.npy
Bacillus subtilis subsp. subtilis str. JH642,Bacillus,subtilis,Bacillus subtilis,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74,535025.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/535025.4.npy
Chlorobium chlorochromatii CaD3,Chlorobium,chlorochromatii,Chlorobium chlorochromatii,surface;lake;sea;water,4,340177.11.txt,data_organism_reactions/Equal_Stoichiometric_matrices/340177.11.npy
Fusobacterium sp. 3_1_5R,Fusobacterium,sp.,Fusobacterium sp.,mouth;blood;air;sediment;volcano,5,469605.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/469605.3.npy
Desulfovibrio vulgaris RCH1,Desulfovibrio,vulgaris,Desulfovibrio vulgaris,sludge;aquifer;brine;soil;harbor;bioreactor;rhizosphere;mine;waste;reservoir;straw;lake;field;feces;pond;sediment;flat;borehole,18,573059.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/573059.4.npy
Desulfovibrio vulgaris RCH1,Desulfovibrio,vulgaris,Desulfovibrio vulgaris,sludge;aquifer;brine;soil;harbor;bioreactor;rhizosphere;mine;waste;reservoir;straw;lake;field;feces;pond;sediment;flat;borehole,18,573059.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/573059.3.npy
Bacillus cereus Rock1-15,Bacillus,cereus,Bacillus cereus,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74,526982.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/526982.3.npy
Lactobacillus iners DSM 13335,Lactobacillus,iners,Lactobacillus iners,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25,525328.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/525328.4.npy
Streptosporangium roseum DSM 43021,Streptosporangium,roseum,Streptosporangium roseum,sediment,1,479432.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/479432.6.npy
Clostridium acetobutylicum ATCC 824,Clostridium,acetobutylicum,Clostridium acetobutylicum,soil;feces;sludge;bog;field;spring;water;dung;lake;dairy;gut;silage;waste;leachate;blood;bioreactor;straw;bile;sediment;food;river;flat;compost;reservoir;mud;meat;sand;mine;hotspring;faeces,30,272562.1.txt,data_organism_reactions/Equal_Stoichiometric_matrices/272562.1.npy
Staphylococcus aureus A10102,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35,553601.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/553601.3.npy
Clostridium acetobutylicum ATCC 824,Clostridium,acetobutylicum,Clostridium acetobutylicum,soil;feces;sludge;bog;field;spring;water;dung;lake;dairy;gut;silage;waste;leachate;blood;bioreactor;straw;bile;sediment;food;river;flat;compost;reservoir;mud;meat;sand;mine;hotspring;faeces,30,272562.8.txt,data_organism_reactions/Equal_Stoichiometric_matrices/272562.8.npy
Parachlamydia sp. UWE25,Parachlamydia,sp.,Parachlamydia sp.,river,1,264201.1.txt,data_organism_reactions/Equal_Stoichiometric_matrices/264201.1.npy
Bacteroides sp. 2_1_33B,Bacteroides,sp.,Bacteroides sp.,faeces;feces;leachate;waste;soil;sludge;bioreactor;cave,8,469589.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/469589.3.npy
Helicobacter winghamensis ATCC BAA-430,Helicobacter,winghamensis,Helicobacter winghamensis,chicken;feces;sediment;chemocline,4,556267.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/556267.4.npy
Rickettsia prowazekii str. Madrid E,Rickettsia,prowazekii,Rickettsia prowazekii,water,1,272947.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/272947.5.npy
Rickettsia prowazekii str. Madrid E,Rickettsia,prowazekii,Rickettsia prowazekii,water,1,272947.1.txt,data_organism_reactions/Equal_Stoichiometric_matrices/272947.1.npy
Bacillus anthracis str. A1055,Bacillus,anthracis,Bacillus anthracis,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74,280355.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/280355.4.npy
Bacillus anthracis str. A1055,Bacillus,anthracis,Bacillus anthracis,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74,280355.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/280355.3.npy
Ruminococcus torques ATCC 27756,Ruminococcus,torques,Ruminococcus torques,feces;faeces,2,411460.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/411460.6.npy
Acidobacteria bacterium Ellin345,Acidobacteria,bacterium,Acidobacteria bacterium,pasture;rhizosphere;soil;mine;tundra;aquifer;seamount;sediment;water;field;spring;ridge;river;harbor;biofilm;sea;gut;cave;bog;silage;sludge,21,204669.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/204669.6.npy
Pseudoxanthomonas suwonensis 11-1,Pseudoxanthomonas,suwonensis,Pseudoxanthomonas suwonensis,compost;straw;biofilm;water;river;soil;sludge;field,8,743721.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/743721.3.npy
Salmonella enterica subsp. enterica serovar Agona str. SL483,Salmonella,enterica,Salmonella enterica,rhizosphere,1,454166.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/454166.6.npy
Pseudomonas aeruginosa LESB58,Pseudomonas,aeruginosa,Pseudomonas aeruginosa,sea;soil;air;sludge;plateau;cave;lake;rhizosphere;river;water;gut;sewage;wetland;field;sediment;well;wwtp;ocean;stream;sandstone;biofilm;straw;glacier;mine;permafrost;fruit;spring;grassland;piggery;oil;mucus;aquifer;grove;spinach;harbor;waste;reservoir;lagoon;surface;beef;channel;rock;compost;pond;canal;cabbage;wash;elevation;wood;flat;beer;milk;sand;mud;egg;farm;garden;hole,58,557722.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/557722.4.npy
Salmonella enterica subsp. enterica serovar Agona str. SL483,Salmonella,enterica,Salmonella enterica,rhizosphere,1,454166.8.txt,data_organism_reactions/Equal_Stoichiometric_matrices/454166.8.npy
Lactobacillus acidophilus NCFM,Lactobacillus,acidophilus,Lactobacillus acidophilus,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25,272621.13.txt,data_organism_reactions/Equal_Stoichiometric_matrices/272621.13.npy
Escherichia coli O157:H7 str. Sakai,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13,386585.9.txt,data_organism_reactions/Equal_Stoichiometric_matrices/386585.9.npy
Streptococcus pyogenes MGAS5005,Streptococcus,pyogenes,Streptococcus pyogenes,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16,293653.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/293653.4.npy
Burkholderia mallei 10229,Burkholderia,mallei,Burkholderia mallei,rhizosphere;soil;permafrost;forest;gut;river;wood;bog;woodland;lake;water;air;rock;sludge;field;biofilm;mine;tannery;sewage;biofilter;compost;blood;pasture;waste;surface,25,320386.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/320386.3.npy
Planctomyces limnophilus DSM 3776,Planctomyces,limnophilus,Planctomyces limnophilus,water;gut;sea;sediment,4,521674.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/521674.6.npy
Planctomyces limnophilus DSM 3776,Planctomyces,limnophilus,Planctomyces limnophilus,water;gut;sea;sediment,4,521674.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/521674.5.npy
Planctomyces limnophilus DSM 3776,Planctomyces,limnophilus,Planctomyces limnophilus,water;gut;sea;sediment,4,521674.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/521674.4.npy
Enterococcus faecium E1071,Enterococcus,faecium,Enterococcus faecium,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21,535205.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/535205.4.npy
